"K008552"	(2342.631376,0.000404179067)
"J013783"	(1841.664019,0.001456164257)
"O014757"	(2326.606735,0.00183779284)
"J013211"	(1612.912742,0.001273988905)
"G012223"	(2367.516564,0.001868784779)
"D005439"	(2727.721314,0.002156941408)
"A008299"	(2788.516561,0.002205678414)
"K000508"	(2527.673519,0.001997598186)
"H003555"	(902.8462888,0.0007136404097)
"G008644"	(1266.44436,0.0005077459511)
"K010399"	(232.2093134,8.985379818e-05)
"P004209"	(1665.634263,0.0006672643134)
"B006628"	(2903.196832,0.00116361478)
"O009669"	(954.6950505,0.0003819458694)
"D013095"	(2693.988988,0.001078186097)
"O003092"	(2247.660148,0.0008791957618)
"M014487"	(2191.758997,0.0008839044393)
"N005894"	(1166.896688,0.0004677013591)
"J005027"	(1971.927789,0.0007905599177)
"J015453"	(2724.664835,0.001091319969)
"J008351"	(2035.88576,0.000815101388)
"F000134"	(2080.317923,0.0008333674089)
"N000075"	(3094.328772,0.001236606888)
"N016278"	(2584.881966,0.001035576572)
"O000877"	(1875.360951,0.0007504744795)
"H013991"	(2467.315102,0.001892928978)
"O013333"	(2998.129578,0.002299110663)
"J000550"	(1276.288634,0.0009789274055)
"K003591"	(1884.765806,0.001445562591)
"A006829"	(1901.548546,0.001458255306)
"D006067"	(1039.170398,0.0007966083703)
"C000169"	(1483.683318,0.001136871493)
"G000892"	(555.7864081,0.0004253530305)
"K005936"	(658.0470174,0.0005055268408)
"P014430"	(706.4895365,0.0005425383855)
"H004009"	(2418.692341,0.00185372751)
"D011935"	(2799.022224,0.002146942036)
"C004428"	(2218.407292,0.001701851378)
"J006990"	(1976.565625,0.001516376357)
"E004325"	(813.7588412,0.0006253023038)
"J015690"	(1868.96357,0.001433645875)
"M004318"	(2615.494183,0.0007218047663)
"K015562"	(2868.592014,0.0007906033296)
"K000867"	(351.4742346,9.681150042e-05)
"P009391"	(1682.734861,0.0004630022323)
"O001992"	(1985.124695,0.0005478428697)
"F004740"	(1391.18763,0.0003841468582)
"N000340"	(2583.072475,0.0007122752706)
"C000560"	(2455.976319,0.0006758961532)
"K013386"	(1691.143804,0.0004658827475)
"H012099"	(1329.861895,0.0003669848215)
"D013329"	(158.7780073,4.375632805e-05)
"K005006"	(2277.437754,0.0006311398594)
"L016128"	(1909.234575,0.000525460641)
"N013198"	(2780.458831,0.0007663181965)
"A003191"	(2671.426168,0.0007379365389)
"O015127"	(1884.689347,0.0005171604849)
"N010991"	(2580.18203,0.002640589857)
"J014097"	(2166.253119,0.002218855539)
"C001399"	(2620.532175,0.002683278008)
"F010009"	(1094.951281,0.001121373201)
"H002853"	(2562.764843,0.002626566127)
"C001385"	(3041.737498,0.003117573415)
"A001051"	(1677.801658,0.001719522129)
"L014298"	(107.4841166,0.0001100529495)
"F009726"	(1372.898543,0.001405982392)
"O015875"	(2438.659941,0.002499465755)
"H004277"	(1960.581372,0.002007845138)
"M012068"	(824.8495411,0.0008449403242)
"F007613"	(585.2579142,0.0005999876554)
"H013855"	(2034.474854,0.00208252643)
"F009696"	(2568.610649,0.002631337342)
"D001726"	(1572.996689,0.001610503837)
"Q000800"	(697.1737615,0.0007886960535)
"O014102"	(2845.850941,0.00322957468)
"O015723"	(54.08864225,6.083726854e-05)
"A013579"	(474.9919101,0.0005370664103)
"O008967"	(2635.00634,0.002981423928)
"K000379"	(1910.105811,0.00215947641)
"J015496"	(233.1546086,0.0002642461683)
"Q000817"	(1800.054633,0.002035178497)
"O005610"	(2669.499504,0.003021946276)
"D011711"	(1843.945166,0.002085900128)
"H006590"	(2463.410556,0.002785914758)
"F004604"	(1925.844133,0.002179344451)
"M003390"	(2340.079363,0.002646081399)
"O013083"	(2955.332309,0.003341078829)
"K007925"	(2544.947008,0.002877666258)
"M000999"	(1853.631439,0.002095579597)
"P002352"	(2489.007595,-0.0008340015624)
"B005694"	(2194.580044,-0.0007349027061)
"O014151"	(721.2546679,-0.0002422426776)
"H015262"	(2547.609023,-0.0008502871734)
"A016115"	(1806.240084,-0.0006064499744)
"L007011"	(1738.770446,-0.0005811559469)
"A016164"	(2349.120051,-0.0007877302214)
"K009592"	(2775.028263,-0.0009340067914)
"I006477"	(2691.681701,-0.0009022957851)
"O009356"	(1990.633082,-0.0006687321123)
"G012601"	(2713.141668,-0.000910373245)
"C007790"	(2619.128254,-0.0008773685958)
"A005123"	(2398.13133,-0.0008042500261)
"J000661"	(287.750767,-9.614913213e-05)
"P007635"	(1487.631842,-0.0004989406761)
"F004648"	(2614.236741,-0.0008778762175)
"E003728"	(1924.338489,0.001436028446)
"L000181"	(3382.963585,0.002522211641)
"I008509"	(1498.714864,0.001116903409)
"H013889"	(977.6661078,0.0007299648141)
"J012260"	(1538.822686,0.001148966949)
"H003016"	(2637.382051,0.001966682264)
"A011567"	(2440.950115,0.001819728811)
"C012917"	(2481.255922,0.001850654034)
"A003025"	(2021.821499,0.001507969356)
"E008656"	(2671.680939,0.001993066509)
"A014368"	(416.548204,0.0003114365666)
"J013113"	(2040.825976,0.001522101674)
"B014165"	(1126.358861,0.0008395978366)
"B005709"	(2869.145589,0.002140035796)
"J010178"	(715.9267332,0.0005347636111)
"A007882"	(1740.946494,0.001298329344)
"L007512"	(2317.113162,0.0006931023912)
"I000574"	(1239.511625,0.0003725001357)
"E009189"	(2249.045745,0.0006716020292)
"M001616"	(2893.200056,0.0008604628715)
"H014936"	(2720.563503,0.0008112315823)
"N013000"	(2516.157128,0.0007498094477)
"I015952"	(257.7194418,7.653416237e-05)
"E006954"	(2114.40224,0.0006316475726)
"E001145"	(1810.569633,0.0005404569944)
"P001068"	(263.2229878,7.768999002e-05)
"I012494"	(1619.76874,0.0004813079829)
"P013819"	(79.95676721,2.385280843e-05)
"I001955"	(2034.55254,0.0006058111648)
"C003818"	(1548.342773,0.0004602380917)
"F009188"	(2354.125772,0.0007022865499)
"D015631"	(2485.255782,0.0007401914797)
"F007351"	(2466.440663,0.002153545773)
"A013450"	(2537.040476,0.002217483823)
"K003016"	(2385.045261,0.002082285412)
"B015609"	(2464.972171,0.002152080752)
"L002689"	(1188.239707,0.001038235124)
"M001340"	(2029.447203,0.001770427286)
"F012435"	(1819.920043,0.001589809226)
"A010389"	(2559.310393,0.002233112201)
"G001748"	(1213.474545,0.001059186247)
"M012006"	(1756.285666,0.001533990543)
"C002945"	(2175.780514,0.001899269853)
"N011655"	(2446.943964,0.002135264372)
"D003262"	(1971.025129,0.001725182661)
"M011915"	(2486.030645,0.002170254658)
"J007696"	(353.8721139,0.0003092383527)
"A007883"	(377.3315915,0.0003311027786)
"O014384"	(1529.445315,0.000240195449)
"I014868"	(1523.210045,0.0002388191139)
"K008919"	(81.54839936,1.265680101e-05)
"I004794"	(504.5293088,7.886310826e-05)
"L006586"	(1267.84945,0.0001985261552)
"O013563"	(718.5069063,0.0001119911643)
"E002846"	(2318.354849,0.0003627496117)
"O012887"	(2549.740299,0.0003955982725)
"D005181"	(27.45841399,8.088912362e-06)
"J006741"	(108.4770643,1.709975719e-05)
"G002102"	(1864.82665,0.000292842793)
"I012811"	(624.4311187,9.606297889e-05)
"A007690"	(2871.379404,0.0004495087833)
"B011833"	(2436.603709,0.0003826689821)
"G015812"	(1648.632573,0.0002592352632)
"H014727"	(2678.28867,0.0004203148458)
"E007133"	(2797.273598,0.001226923428)
"M007964"	(1883.029011,0.000828129097)
"E011128"	(2332.260106,0.001021218191)
"P014708"	(2618.380484,0.001149412557)
"N002008"	(2501.041046,0.001097027485)
"I008302"	(471.5839706,0.0002070553944)
"P004387"	(421.6197547,0.0001846513431)
"G000768"	(973.8069748,0.0004266669738)
"P014957"	(1621.137856,0.0007111383318)
"C003247"	(1344.857194,0.0005894454346)
"P000015"	(940.5278024,0.0004116180322)
"E000619"	(237.8200464,0.0001042536794)
"K011605"	(2628.864319,0.001153202253)
"D010791"	(1976.840453,0.0008658107465)
"G006174"	(2175.256508,0.0009532194958)
"M005392"	(506.9229336,0.0002216286834)
"L007933"	(957.6832097,0.000663931485)
"O012372"	(2417.064031,0.001676290318)
"I013514"	(2886.37938,0.002001865032)
"F013174"	(2366.455788,0.001640548725)
"H015920"	(3007.804298,0.002086671036)
"P005228"	(2024.398515,0.001402961224)
"E001160"	(2570.525612,0.001783402992)
"A013014"	(2132.938422,0.001481379942)
"C004807"	(1997.158039,0.00138566223)
"H007016"	(1778.378823,0.001233044302)
"K014924"	(2481.570782,0.001719942182)
"J005955"	(1097.883607,0.0007613905001)
"O015644"	(2432.924722,0.001687303688)
"B004064"	(2286.692562,0.001584236704)
"D001850"	(505.8224482,0.0003505616255)
"K012086"	(1802.945967,0.001247191969)
"I014811"	(582.4599899,0.0009134073274)
"K012445"	(1959.23536,0.003072081996)
"G008292"	(2233.130744,0.003501243737)
"F013132"	(2768.358146,0.004339267607)
"O014026"	(2849.769506,0.004468851851)
"A006214"	(1716.842234,0.002691463889)
"H000563"	(2528.065856,0.00396411685)
"G014224"	(2540.327976,0.003981895338)
"M004365"	(1459.236433,0.002288530318)
"P005625"	(2633.644542,0.004130654758)
"G013675"	(2618.959422,0.004104799952)
"I010663"	(1634.781684,0.002564420178)
"M011088"	(1863.122192,0.002922545767)
"P011397"	(2362.056929,0.003702314715)
"A008060"	(1120.800028,0.001757369592)
"L007355"	(1810.145079,0.002838089925)
"P003401"	(332.366473,0.0001712934826)
"E008649"	(2740.831699,0.001413117666)
"P001343"	(1610.533174,0.0008319154483)
"J009117"	(1642.94221,0.000847845861)
"C012926"	(185.0876167,9.516130065e-05)
"H001751"	(2166.81761,0.001116809384)
"C007939"	(2214.325803,0.001139564085)
"G016186"	(2591.573964,0.001336113836)
"D004991"	(2612.790319,0.001347501478)
"H001352"	(2653.474857,0.001367309942)
"G014743"	(1240.232631,0.0006412226367)
"C003031"	(2710.591498,0.001398485127)
"A012566"	(1214.549947,0.0006246337895)
"O006215"	(635.3316751,0.0003256867172)
"O007597"	(1357.976799,0.0007007915353)
"O014311"	(803.596005,0.000414457532)
"H005245"	(2761.012359,0.002591754421)
"G006591"	(1417.311816,0.001331050399)
"M004558"	(2152.31771,0.002018689562)
"A006540"	(2509.995542,0.002356730663)
"O007154"	(2537.148525,0.002386020149)
"J011485"	(2513.544288,0.002359039218)
"F013396"	(2607.785427,0.002447331491)
"A004004"	(213.112988,0.0002000126791)
"J014896"	(2414.626486,0.002265323267)
"C009273"	(1437.277019,0.00134804483)
"M010135"	(620.5840854,0.0005812057851)
"F010689"	(1776.971576,0.001667334701)
"E011083"	(1698.60966,0.001593744893)
"K014077"	(2853.199069,0.002675852816)
"K003844"	(2488.464049,0.002335066958)
"H007168"	(2641.120634,0.002478344404)
"O008402"	(1926.076325,0.002027887487)
"G002543"	(1173.787813,0.001235904578)
"J003318"	(1129.802129,0.0011884281)
"L002504"	(1279.569494,0.001347716406)
"K010094"	(397.7874496,0.0004189169925)
"J004477"	(2395.497582,0.002521702434)
"J012735"	(1737.443384,0.001829381106)
"O001080"	(1775.75909,0.001868018644)
"F007047"	(2265.683239,0.002386172334)
"D011308"	(2591.746849,0.002727088138)
"M006147"	(1136.607262,0.00119650295)
"F002678"	(1559.839606,0.001642122856)
"L001687"	(1865.49973,0.001964256178)
"P007486"	(1700.20111,0.001791133975)
"L016227"	(2516.101988,0.00264837892)
"N004275"	(1763.798323,0.001851377927)
"C014958"	(2845.36057,0.001887797161)
"L011206"	(1575.556278,0.001042632815)
"G005142"	(2636.43707,0.001745959125)
"E000629"	(1978.9067,0.001310703015)
"O007131"	(185.2743176,0.0001225940424)
"B010830"	(2833.580083,0.001876915088)
"F012764"	(1813.992633,0.001202308815)
"P006403"	(2179.37471,0.001442379567)
"E000808"	(2282.655706,0.001512772936)
"F016124"	(2214.670515,0.001467043202)
"K010353"	(260.5498369,0.0001725055978)
"L013492"	(2254.764434,0.00149296372)
"M000755"	(2605.621574,0.001724365053)
"J014891"	(108.3509827,7.187028125e-05)
"C015374"	(1730.00793,0.001146078011)
"A002935"	(2293.998021,0.001519393207)
"F013933"	(2081.78524,0.001027213677)
"F015962"	(1489.188833,0.0007345899689)
"G008629"	(2690.627535,0.001327943413)
"J012562"	(1864.192395,0.0009153871194)
"G001168"	(2478.321822,0.001223185639)
"M008981"	(2292.128713,0.00112865029)
"I000409"	(2322.679372,0.001143298623)
"H002890"	(105.2041343,6.21929617e-05)
"G010528"	(299.8786364,0.0001482707115)
"I011515"	(1879.148636,0.0009256146817)
"I010996"	(2560.260825,0.001261915237)
"A006629"	(2703.06544,0.001334259757)
"K000864"	(183.2743353,9.032408478e-05)
"C015729"	(2657.394564,0.001310650194)
"O006339"	(2708.953147,0.001338899873)
"G008435"	(1076.909265,0.0005301650317)
"P014461"	(2294.606712,0.000724838314)
"I013567"	(1346.915674,0.0004254331513)
"E012892"	(1804.252663,0.0005701815289)
"O005220"	(1917.874818,0.0006062848017)
"C004495"	(1744.518385,0.0005517318138)
"I006998"	(1813.043493,0.0005717732373)
"J013396"	(1326.829165,0.0004192369723)
"N001147"	(2739.940729,0.0008655014204)
"J003290"	(2321.502259,0.0007321692479)
"E001622"	(1521.240658,0.0004807148604)
"P008297"	(2792.303747,0.0008807832169)
"P016301"	(660.7215376,0.0002085975991)
"E012394"	(2454.910493,0.0007745875308)
"N008382"	(2548.280817,0.0008043710598)
"C011051"	(1850.588992,0.0005844075059)
"A016180"	(2446.164184,0.000769116696)
"N007267"	(1084.301452,0.001240200963)
"G004990"	(2988.244838,0.003421308575)
"P007721"	(765.7071758,0.0008761062542)
"E002269"	(2232.947968,0.00255608461)
"H015628"	(2845.874142,0.003257227045)
"C006264"	(2304.417432,0.00263868713)
"M001511"	(2448.814158,0.002801495546)
"D013957"	(2531.53319,0.002896914041)
"L016365"	(1648.409245,0.001882699392)
"N012412"	(466.0040143,0.0005342107822)
"M007115"	(2503.92153,0.002863217801)
"P012399"	(2115.616916,0.002420777505)
"K002086"	(2381.474052,0.002722964455)
"L006497"	(799.4996966,0.0009150120928)
"J016335"	(592.366524,0.0006784926241)
"L003950"	(1662.301033,0.001900969338)
"M004211"	(2804.239394,0.003284658215)
"G010427"	(1512.122636,0.001770582969)
"O014567"	(2103.888552,0.002462232302)
"M010751"	(2721.345086,0.003185551198)
"B012924"	(107.4668931,0.0001258761543)
"K015412"	(537.4107936,0.0006280770734)
"I014366"	(1351.713928,0.001582878884)
"M002292"	(1247.508691,0.001459710386)
"G015275"	(2896.068038,0.003391239836)
"M004781"	(2200.881811,0.002577102543)
"I013553"	(1152.51704,0.001350049925)
"D007229"	(2772.627965,0.003245500499)
"C015962"	(1870.463652,0.00218924997)
"E013542"	(1595.213251,0.0018674502)
"A006353"	(351.9617873,0.0004121886416)
"O008172"	(2599.931906,0.003041454823)
"H012358"	(2650.003704,-0.001230695094)
"N010303"	(595.0375074,-0.0002756356651)
"E008692"	(1518.037431,-0.0007032831804)
"I009770"	(2758.154241,-0.001280583706)
"C008709"	(2450.716294,-0.001141157696)
"D001445"	(2186.868197,-0.001017323234)
"E001952"	(2370.161877,-0.001102986714)
"K004534"	(1465.349332,-0.0006807855248)
"N010588"	(2530.617954,-0.001175386169)
"O010929"	(2398.411296,-0.001117563661)
"G008637"	(1181.011561,-0.0005482872261)
"O009154"	(1779.162928,-0.0008248581712)
"C002791"	(1199.490613,-0.0005575645466)
"B001620"	(1626.757614,-0.0007552620873)
"D013815"	(2364.755613,-0.001098555651)
"I011097"	(1523.241517,-0.000709985255)
"M001929"	(2539.583404,0.001181065728)
"I015539"	(1524.351363,0.0007079873359)
"F001086"	(1487.790073,0.0006923636474)
"K002752"	(2654.544708,0.001235229805)
"H006145"	(1622.083782,0.0007552894966)
"P009606"	(2366.487337,0.001103675562)
"P015455"	(2893.986497,0.001346748626)
"N007589"	(731.9836324,0.0003390649524)
"F000766"	(2807.301931,0.001306573483)
"M010920"	(1902.639258,0.0008879941841)
"A009324"	(2680.496762,0.001245592604)
"M009500"	(1827.561896,0.0008521878977)
"M012960"	(2120.596019,0.0009853461342)
"H004298"	(2893.342457,0.001346670978)
"K004727"	(2769.149344,0.00128529579)
"F008091"	(1341.920284,0.0006262352007)
"P001636"	(2226.708278,0.001653287027)
"B010991"	(2131.418947,0.001581347857)
"K001285"	(2898.831552,0.002151271333)
"N012527"	(2516.263477,0.001867910132)
"O001606"	(2480.395377,0.00184180156)
"A005382"	(1984.213818,0.001473549394)
"K003510"	(1362.297231,0.001010388272)
"Q001788"	(354.2033261,0.0002632021639)
"A011019"	(306.597442,0.0002279253926)
"B004744"	(2119.645761,0.001572264014)
"O008979"	(1823.818239,0.001351111658)
"M000800"	(1592.960261,0.001182889604)
"J006415"	(2619.117164,0.001941978035)
"D009286"	(2333.231608,0.001730010023)
"P015284"	(1886.480128,0.001400356591)
"C003566"	(2868.307834,0.002131779828)
"I007136"	(1887.429498,0.0003040515624)
"I005095"	(1427.728388,0.0002305181969)
"H007229"	(2134.570925,0.00034266305)
"C006859"	(1049.839693,0.0001688454256)
"B009857"	(724.0396172,0.0001168287917)
"P002258"	(2614.684862,0.0004206630324)
"D011054"	(1738.042609,0.0002793971078)
"G002861"	(54.82295636,8.743302866e-06)
"A008559"	(2437.807771,0.0003926322715)
"O002591"	(866.4568892,0.0001392938516)
"K001054"	(2844.092305,0.0004571211691)
"G014929"	(2682.449648,0.0004319400526)
"O012736"	(378.1406224,6.111204862e-05)
"F010301"	(1355.958916,0.0002180172425)
"E012461"	(2434.248856,0.0003905666406)
"O005645"	(1696.606913,0.0002716474575)
"J010557"	(2028.838855,-0.0005908168322)
"O000706"	(1250.489574,-0.0003647541464)
"C002701"	(2230.532068,-0.0006492574954)
"D005216"	(2331.567296,-0.0006788593593)
"E001936"	(926.5204477,-0.0002701909783)
"O010852"	(3053.277339,-0.0008917303898)
"G006635"	(2527.112761,-0.0007382108944)
"G003465"	(329.1909375,-9.624755717e-05)
"G008306"	(2480.227615,-0.0007232349984)
"E009060"	(361.5323901,-0.0001059734646)
"K010083"	(2367.495556,-0.0006919798055)
"H004268"	(2192.250488,-0.0006392210598)
"L004114"	(2657.029674,-0.0007769978568)
"B002816"	(2949.572227,-0.0008592282224)
"J006292"	(2934.317108,-0.0008541483341)
"J013825"	(2563.516227,-0.0007481758632)
"P000518"	(977.9062563,0.0004576730882)
"K012559"	(2471.434436,0.00115912882)
"B011697"	(2115.743395,0.0009918035667)
"C010802"	(1520.324989,0.0007120523622)
"N015037"	(1218.38436,0.0005705633522)
"H003718"	(2642.928531,0.001241573635)
"A012963"	(1176.855679,0.0005516330385)
"F000296"	(1967.005737,0.0009207580023)
"J015209"	(2583.962942,0.001211522245)
"O004164"	(2167.062739,0.001016516127)
"C003530"	(2511.848377,0.001175917327)
"M000362"	(2440.953991,0.001144585447)
"D003825"	(2671.39885,0.001249994985)
"H014489"	(256.5152702,0.0001202664274)
"D012175"	(3180.982916,0.001489310179)
"B008845"	(2646.5298,0.001239656117)
"B015187"	(2121.763403,0.0006365756346)
"H013909"	(1326.173618,0.0003986150152)
"Q000479"	(180.5371315,5.53045901e-05)
"J002318"	(1095.315628,0.0003287039171)
"I013627"	(2557.781359,0.0007671732365)
"K012156"	(2629.366266,0.0007890162355)
"B014037"	(2250.942491,0.0006763415895)
"C005896"	(2019.590879,0.0006062768655)
"N003910"	(2736.68613,0.0008194681486)
"L014882"	(474.2092563,0.0001423490303)
"G006749"	(237.1714041,7.068210554e-05)
"O011765"	(2021.698599,0.0006072968017)
"F009874"	(1547.584154,0.0004640482091)
"E001319"	(942.2420296,0.0002816792847)
"D001338"	(2074.30936,0.0006240547465)
"A012011"	(2691.72723,0.0008084587242)
"H003710"	(2498.219416,0.00443145046)
"C000052"	(1220.674453,0.002165538034)
"O004911"	(2821.053788,0.00500288986)
"J012140"	(134.2034904,0.0002373910879)
"J000354"	(1949.114957,0.003458814825)
"K015856"	(2206.474247,0.003915166796)
"A000999"	(2047.745957,0.003631998047)
"L014520"	(2459.269676,0.004361931637)
"C003436"	(2421.604405,0.004295594761)
"B012517"	(2462.474406,0.004368652981)
"G002235"	(1978.720728,0.003509281433)
"M007272"	(2658.810837,0.00471814864)
"C015187"	(1603.13053,0.002842329269)
"C015181"	(2622.686335,0.004650881527)
"J011444"	(2642.644297,0.004686189824)
"C011284"	(1689.768944,0.002997213086)
"N014318"	(1777.383287,0.001696150554)
"O010234"	(2583.773594,0.002466492243)
"C012743"	(3022.795059,0.002888569559)
"B015414"	(2543.310273,0.002428500631)
"O013574"	(2652.792103,0.002534670558)
"H000107"	(2538.721467,0.002423397103)
"N002771"	(835.7217436,0.0007981811613)
"G014425"	(2401.786873,0.002293583469)
"C002704"	(2348.73762,0.002244653034)
"O002971"	(53.26694865,5.088750255e-05)
"L000908"	(1576.342017,0.001505434733)
"B012666"	(2452.341692,0.002345628843)
"K005418"	(160.0276587,0.0001527544702)
"N015552"	(1575.18689,0.001504059294)
"J003909"	(2750.910824,0.002625997564)
"I000814"	(2445.008736,0.002332186476)
"B005933"	(1271.26378,0.001371754679)
"H012865"	(1620.508128,0.001747932358)
"I003510"	(1209.47011,0.001303336579)
"P012580"	(158.1563269,0.0001708356478)
"J014448"	(2524.367293,0.002722963473)
"C009848"	(762.8707476,0.0008231286261)
"G011648"	(1397.179936,0.001507087879)
"E002815"	(861.0715693,0.0009284499823)
"H008595"	(1872.424037,0.002020840641)
