"K008552"	(676.2830506,0.0005559773189)
"F005009"	(246.0304126,0.0001376976537)
"H011193"	(-723.4657698,-0.0005847755009)
"F016109"	(-558.0391191,-0.0003179512672)
"K013962"	(605.3044321,0.0004749545484)
"C003998"	(748.7905503,0.0004628198285)
"M000243"	(-218.581258,-0.000382576236)
"M015596"	(-484.5147255,-0.0002278514911)
"M001445"	(44.38135645,0.0001011097263)
"I012003"	(-279.6279796,-0.0005354127697)
"O002884"	(-347.9924209,-0.0002999949895)
"D005567"	(-85.59896892,-4.104204163e-05)
"N008479"	(334.6723124,0.0003854526351)
"N010331"	(184.889372,0.0001125269571)
"G003310"	(78.09937127,-1.268633275e-06)
"J006200"	(-456.2638385,-0.0001767914349)
"M011645"	(-3.659217538,3.821956609e-05)
"L004172"	(84.29830385,1.693397257e-06)
"P004477"	(-45.65419751,-0.000304110949)
"I004565"	(527.6984689,0.0004993288273)
"C011062"	(302.9711765,0.0002139019474)
"K010278"	(-779.2845792,-0.0007440477261)
"N000567"	(-439.6884351,-0.0003939641504)
"G009014"	(583.1237938,0.0003223206753)
"O004363"	(432.1624914,0.0003394629271)
"D000575"	(-370.404645,-0.0003916374633)
"C013200"	(201.6849212,0.0002597502328)
"P008265"	(-283.2421462,-0.0006349414914)
"K011953"	(692.5402818,0.0005282940117)
"K005203"	(899.9091805,0.0007640733343)
"A005586"	(153.8882544,0.0001354329178)
"A001513"	(-150.9914948,-2.22346926e-05)
"D008900"	(-196.2154915,9.12519276e-05)
"O005416"	(-303.5158138,-0.000333116316)
"D011380"	(590.4780419,0.0004980717786)
"L003248"	(73.60957232,5.638416406e-05)
"K009419"	(-245.2548151,-0.000144586557)
"P011767"	(8.591656258,7.039516217e-05)
"C016037"	(114.9868441,0.0001723743394)
"D014407"	(262.3091141,0.0001140007861)
"J007263"	(624.6544329,0.000428943209)
"N004595"	(7.922283205,-0.0001839752807)
"L014156"	(349.1069041,0.0002945397782)
"K015814"	(191.2942275,-8.776102673e-05)
"H009089"	(667.7848576,0.000305013511)
"D015110"	(1036.769426,0.0005058068753)
"A006675"	(418.3813535,0.0001803056957)
"E001166"	(-211.4862035,-0.0001216696804)
"L006806"	(-91.94103229,-0.0002213972094)
"L013021"	(-76.54775843,-6.152424923e-05)
"C008226"	(363.297683,0.0001563272547)
"A010785"	(-31.73140252,8.280936362e-05)
"K001961"	(-308.0797216,-0.0001352463324)
"C008090"	(861.4000875,0.000740459627)
"I014492"	(361.9605746,0.0004505824022)
"A005878"	(-714.5232367,-0.0009514008424)
"M015891"	(137.9226267,0.0001836528488)
"K010527"	(692.5404775,0.0006160554885)
"J005165"	(-568.7580127,-0.0007101602433)
"M004410"	(-56.31352023,4.37893224e-06)
"G008186"	(129.8299866,8.671312033e-05)
"B006793"	(699.2148966,0.0006186877004)
"N014125"	(-343.7697111,-0.0004633053727)
"K002101"	(-425.9553603,-0.0003982146788)
"P007960"	(229.6991049,0.0001794137306)
"D000664"	(-219.480103,-0.0001049381727)
"M009499"	(-222.6371606,-0.0001950732537)
"N007498"	(71.94147165,8.51986851e-05)
"M013212"	(908.2570428,0.0008450146049)
"H008665"	(44.98741848,0.0001356422944)
"F014876"	(-170.2763949,7.912970535e-05)
"K016012"	(-159.0098344,-0.000224036888)
"L001461"	(-389.2270993,-0.0003626274354)
"M006418"	(-468.5307063,-0.00040686253)
"M015996"	(243.3333073,0.0002866076593)
"A009192"	(-464.5100635,-0.0005733416434)
"B012074"	(-501.7042733,-0.000352855985)
"J002943"	(446.7082888,0.0001419450627)
"M004510"	(304.0445089,0.0003603790233)
"M009013"	(-42.48354156,0.0002013479188)
"K010476"	(481.037628,0.0003472431359)
"H014440"	(-189.1045942,-0.0001987783809)
"D014660"	(-106.1225787,-3.521382266e-05)
"N013209"	(53.47655244,-4.445713944e-05)
"C004707"	(262.3342216,0.0001986143936)
"L005654"	(66.0960465,8.924224026e-05)
"J008066"	(163.3266402,-2.85711095e-05)
"B014268"	(222.2800539,7.700321203e-05)
"D005916"	(121.8599153,4.289736588e-05)
"K007236"	(448.4784568,3.867039717e-05)
"J006489"	(49.81107086,0.0001291976675)
"C013784"	(-406.5668704,-1.46232133e-05)
"N013227"	(227.4988737,-0.0001440485541)
"G014997"	(-42.2749271,3.718974575e-05)
"D009296"	(18.42606784,-0.0001656091977)
"J002310"	(-243.9941943,-0.0001370686629)
"P009798"	(11.01630589,-3.552940348e-05)
"I008103"	(-47.34614385,0.000138352516)
"A005331"	(143.1772975,-9.887781371e-05)
"C004052"	(-288.3771473,-8.283953441e-05)
"G003497"	(-71.17136791,1.228607008e-05)
"L006484"	(48.66568115,-1.216773115e-05)
"M015204"	(252.052138,0.0001293552614)
"M011966"	(-808.771198,-0.0007184319209)
"K002900"	(88.14245762,-1.658609513e-05)
"H006576"	(-660.9300534,-0.000560372982)
"F012225"	(-1006.027976,-0.0008822124041)
"L006372"	(-204.4329801,-0.00026099949)
"D001845"	(-1162.762117,-0.001072588327)
"F013058"	(-404.2921598,-0.0004830075466)
"N013726"	(26.82769948,-2.718601735e-05)
"G015248"	(398.9631327,0.0003002473874)
"K005770"	(-188.7481151,-0.0003125964125)
"A001700"	(68.55514041,3.710095724e-06)
"M007342"	(424.2305244,0.0004509217184)
"C009839"	(-157.195735,-0.0003768646632)
"A010041"	(-244.5852182,-0.0001736409776)
"L013750"	(592.5825952,0.0005080901715)
"L014438"	(-303.0069693,-0.0002127453976)
"N006617"	(578.6306719,0.0003460700301)
"P016017"	(-421.2419308,-0.0003730666165)
"N010904"	(-275.0973446,-0.0001813868294)
"F002877"	(-60.28829757,-3.549356578e-05)
"A015680"	(-439.4505241,-0.0001388177125)
"B004017"	(101.9763717,0.0002106657949)
"I003583"	(157.7718088,0.000141689245)
"D014613"	(43.49069873,0.0002166004674)
"E010266"	(90.33036022,0.0001432828372)
"M003424"	(-790.2279395,-0.0003939878244)
"P006366"	(230.6620921,0.0003313947397)
"A000532"	(-172.6361944,-0.0001741823182)
"F011363"	(-235.8340355,-0.0002944808696)
"G009619"	(-410.056929,-0.0006504823393)
"G010491"	(-253.6726023,-0.0003716601668)
"L014205"	(-71.03822851,-9.975063399e-05)
"D011843"	(-530.9426738,-0.0002862379358)
"I015498"	(356.9387808,0.0004736647534)
"N012564"	(-147.4126432,-0.0001286645264)
"G000126"	(-117.6671263,-0.0001027972427)
"G013589"	(199.1036924,0.0001395619232)
"H014450"	(-289.774662,-0.0002283504647)
"P011031"	(31.17706668,-0.0001214378041)
"P000232"	(196.2986909,0.0001209756323)
"K009241"	(89.34673447,2.316711533e-05)
"K004540"	(258.6568428,-1.28769892e-05)
"A009422"	(715.9431382,0.00035994499)
"D009149"	(-468.0831305,-0.0003874651893)
"P001404"	(-190.8340752,-0.0002944675646)
"N010359"	(229.2471484,-6.996238622e-05)
"E014970"	(-731.0272219,-0.0005548872635)
"G002384"	(854.9534503,0.0004605696247)
"K010113"	(75.72349616,6.770760957e-05)
"F002548"	(864.7162649,0.0004081372076)
"L008235"	(-633.440378,-0.0002160407246)
"H001730"	(238.6440808,-3.187862166e-05)
"D013019"	(284.0167867,0.0002686249815)
"L001619"	(-63.1641538,-4.49712275e-05)
"M015413"	(-20.18886062,0.0001171489479)
"G013525"	(63.49362894,0.0001098577942)
"H014649"	(-128.8537323,-0.0002874472889)
"F000226"	(-266.6646124,-0.0001352796561)
"C007432"	(-375.2357674,-0.0002999127305)
"N004666"	(162.9164342,1.035785445e-06)
"J016155"	(-157.9422488,-0.0001904455387)
"Q000028"	(-406.4474213,-0.0003729319673)
"D012914"	(-864.2754694,-0.0004259679592)
"B015724"	(353.4432832,0.0003217711624)
"F000821"	(-174.1222949,-0.0002672252674)
"E005098"	(2.694697868,0.0001190171448)
"J010270"	(795.6036507,0.0007216513356)
"N014137"	(-691.8106238,-0.0003172078573)
"M014306"	(794.1451622,0.0005665744506)
"B015934"	(432.6609741,0.0001216950403)
"L010939"	(133.3161434,6.995152937e-05)
"A015232"	(-50.71916391,-1.549648101e-05)
"H002148"	(-790.0256761,-0.0007602024722)
"I008814"	(-100.8532897,3.835167541e-05)
"D009776"	(148.5583827,8.7601234e-05)
"P014684"	(26.94864097,5.428101136e-05)
"L013381"	(-610.6307769,-0.0004694735677)
"K009819"	(-386.5552167,6.675200726e-05)
"G006540"	(53.09490198,-2.655879265e-05)
"C015557"	(-384.1857302,-0.0005728048885)
"B016338"	(-587.3386679,-0.0004104846992)
"B000207"	(-1054.284751,-0.0007561015932)
"C005173"	(618.2484722,0.0006257916149)
"L002215"	(-231.2692888,-0.0001570587298)
"Q000508"	(401.8814605,0.0002557322688)
"F013606"	(-255.2581493,-0.0002017940567)
"F007390"	(-219.8691034,-0.0001963248783)
"G007976"	(249.1066265,0.0003467340095)
"K001432"	(222.256315,0.0001705419202)
"C008037"	(-1037.475404,-0.0007197185404)
"C005691"	(298.7395813,0.0004954762029)
"H004919"	(-981.6159517,-0.0006702930942)
"N012719"	(-175.3297198,-9.936844975e-05)
"M007182"	(609.3425149,0.0003161179038)
"H001437"	(401.0768735,0.0004446026545)
"F008923"	(522.6042191,0.0007059582711)
"L010473"	(200.4941289,0.0001799577147)
"N005116"	(14.82461728,-1.491360247e-05)
"E015762"	(97.64428717,0.0001825343239)
"F001380"	(-548.850195,-0.0005746225256)
"E013754"	(-828.6509016,-0.001215736391)
"O005666"	(35.21739717,4.456321069e-05)
"O001081"	(-350.0725385,-0.0004693385974)
"O013890"	(617.3486927,0.0008061546643)
"D009122"	(760.0029445,0.000688943776)
"O016166"	(-62.70849857,-6.422577118e-05)
"P010132"	(100.5918169,-7.664170299e-05)
"C003869"	(-428.0161425,-0.0006019338377)
"C007435"	(-127.9118093,-9.863704873e-05)
"A010493"	(249.4362284,0.0003998163221)
"C002840"	(-63.79580675,-4.06865535e-05)
"H007032"	(664.0221412,0.000371874364)
"E006159"	(260.6586574,5.811363737e-05)
"O012090"	(-102.874641,-3.598161529e-05)
"F009205"	(-878.9954161,-0.0006053895827)
"M005860"	(308.3678664,0.0002625108899)
"D002517"	(-312.021346,-0.0003409807541)
"E015405"	(-135.7615863,2.711985231e-05)
"O002502"	(-134.9613288,2.154010452e-06)
"G009714"	(-535.2825827,-0.0002334457037)
"G016357"	(779.1833139,0.0004810629563)
"L007117"	(-2.406431262,1.026294195e-05)
"J015036"	(650.1607928,0.0003894010584)
"J004061"	(133.2522307,9.436036619e-05)
"K002157"	(672.4572586,0.0001746004554)
"D013696"	(-279.5378491,-0.0002421208577)
"O007619"	(69.89706394,-7.572327427e-05)
"O001265"	(153.6801676,0.0001723440102)
"P011688"	(442.4732494,0.0002974834292)
"D009645"	(517.6781897,0.0005494583513)
"N015116"	(431.8547713,0.0004810512581)
"E006993"	(-933.5595177,-0.001113177347)
"G013435"	(-253.6728703,-0.0004308545145)
"J014323"	(152.9275683,0.0002542503658)
"K016301"	(-628.8305323,-0.0005055550629)
"J010443"	(115.6888295,0.000256404244)
"N011647"	(209.3555079,0.0001945482318)
"B006633"	(432.2967622,0.0005349168406)
"C011674"	(-428.8273112,-0.0001306544076)
"E015360"	(33.23503313,4.931130254e-05)
"O006978"	(249.6515815,0.0002294082873)
"A007764"	(152.6811342,-1.026167376e-05)
"O016293"	(-805.4446242,-0.0007043399938)
"C016328"	(939.9136414,0.0006720652116)
"K007380"	(-1006.83715,-0.0009175504918)
"A012572"	(-746.5886023,-0.0005920565493)
"B009635"	(558.6570878,0.000494232545)
"M007489"	(-18.52557773,-0.0003248166085)
"D010152"	(295.6539828,5.960863741e-05)
"F002986"	(-72.15236971,-0.0001627587154)
"C007266"	(118.1312793,-9.629302065e-06)
"G004123"	(-60.35256073,-5.076270489e-05)
"D011803"	(533.4472225,0.0004979498994)
"C008335"	(-254.0095761,-0.0001331926174)
"P014659"	(-47.41493857,-3.487442627e-05)
"H005826"	(166.0215799,0.0001186125049)
"D008252"	(-193.8208675,-0.0001743510764)
"F014398"	(290.0917858,0.000194982662)
"O015445"	(-165.2018907,-0.0001068654298)
"H007366"	(-518.1161103,-0.000498384719)
"Q000129"	(-729.5857011,-0.0006015195506)
"J008141"	(-60.07992803,-6.699388352e-05)
"M013259"	(72.86658026,-0.0001470702156)
"D010125"	(-603.8162639,-0.0003497999573)
"D013891"	(-6.895898139,-0.0001318384156)
"C009947"	(272.806611,0.0001179021255)
"C008952"	(-830.4297544,-0.0006874854999)
"M014725"	(-604.3017335,-0.0004365984958)
"H010922"	(-211.6268489,-9.568613541e-05)
"H000222"	(23.99919063,1.635940115e-05)
"O002092"	(-191.2444583,-0.000328478749)
"D006725"	(-46.21718937,0.000111375155)
"D006206"	(-171.5546433,-0.0001371061213)
"C007886"	(324.4637594,0.000127972147)
"J012708"	(-40.72330356,-1.763868986e-05)
"J010964"	(-30.45010892,-0.0001432948256)
"E001286"	(-656.4379931,-0.000394499738)
"J012563"	(-75.09883123,-7.030877945e-05)
"F003214"	(611.4295989,0.0004314208426)
"K004563"	(-394.3223442,-0.0003390000344)
"J007101"	(-356.7438379,-0.0001203495806)
"E001782"	(-422.5910646,-9.713055512e-05)
"O005023"	(566.7187479,8.594178213e-05)
"H015036"	(-123.2986651,-0.0001071404677)
"N014124"	(153.7681545,-0.0001742349598)
"D007222"	(-549.4415755,-0.000334222639)
"N015866"	(-727.7019379,-0.0004889065343)
"L015178"	(942.143329,0.0009040085584)
"G007509"	(601.339706,0.0003864100946)
"F005758"	(-170.0972348,6.910807453e-06)
"H006336"	(763.4338681,0.0004969982546)
"D011637"	(459.6309861,0.0002577929072)
"G013606"	(-49.74904715,-2.194449896e-05)
"H013836"	(152.369975,-3.766488413e-05)
"L006013"	(-921.6040815,-0.0005993171458)
"M007154"	(-87.13946415,-7.599160925e-06)
"B001965"	(-80.39072727,-6.979306939e-05)
"D003670"	(83.57200579,-9.701860266e-05)
"I009303"	(-574.8890547,-0.0002433327317)
"I001620"	(53.09979293,3.968424382e-05)
"B011969"	(-264.758004,5.114021086e-05)
"G003919"	(407.7051702,0.0006202738176)
"D010647"	(1088.069893,0.0007241179853)
"J000576"	(-187.7848316,0.0001500251036)
"N001394"	(222.4306246,0.0001687649602)
"C008596"	(-314.9132673,-0.0002425411834)
"G008192"	(-93.66028593,8.352376412e-07)
"F003072"	(601.4394496,0.0006398867247)
"O004585"	(-153.4775502,-9.13704266e-05)
"F016185"	(-217.1408457,-0.0002102320034)
"I000964"	(73.69917077,1.675530698e-05)
"I005353"	(154.6864318,0.0002313983434)
"N009578"	(-354.8928962,-0.0002344747894)
"K001714"	(-1008.512148,-0.0008827574066)
"G000120"	(-715.486257,-0.0003748742134)
"D016222"	(116.9520884,0.0001947690569)
"G010831"	(-18.50323864,-1.771545357e-05)
"C008785"	(-164.1018379,-0.0001663575804)
"I010247"	(-709.3173888,-0.0005079226368)
"F006342"	(-272.0845044,-0.0003944619967)
"A005532"	(-37.420488,0.0001501911284)
"F013071"	(-450.3915202,-0.0004811307835)
"L007706"	(-167.3221376,-6.676921474e-05)
"I002276"	(11.22151119,-0.0001678402585)
"F011260"	(268.5257518,0.0002506823893)
"F013417"	(-313.8468102,-0.0002240433328)
"N003430"	(-468.0137623,-0.0005493224812)
"F015277"	(-1058.763071,-0.0008712272159)
"H008065"	(158.9254622,0.0001514700156)
"J002560"	(391.3430129,0.0002680397979)
"A004827"	(392.9462831,0.0003575126959)
"F010304"	(-529.2604957,-0.0005326355528)
"O008297"	(98.84852471,0.0002578596698)
"N006394"	(699.8117905,0.0006917565382)
"G010519"	(-664.9798602,-0.0005659826184)
"I005309"	(-995.5936654,-0.0008903637447)
"M013278"	(-429.7008302,-0.0003517715592)
"A009271"	(-264.7990602,-0.0003901247202)
"I002688"	(-79.11210557,4.635163005e-05)
"F002155"	(453.2550576,0.0002864612167)
"F006839"	(357.6614896,-3.133978901e-05)
"D000285"	(-411.7108563,1.008816575e-05)
"B007612"	(-43.42233971,1.17626699e-05)
"P005628"	(161.962207,-0.0001982574053)
"C000267"	(-436.5546672,7.967361937e-05)
"O000291"	(-432.1643652,0.0002304789573)
"H000566"	(-742.2952434,-0.0001457910125)
"G002085"	(643.921742,-0.000127050274)
"L015636"	(135.6756489,-1.683099356e-05)
"K003795"	(189.5001244,-4.780405145e-05)
"A000497"	(1138.51855,7.654414404e-05)
"E013674"	(-842.4902721,-0.000100284555)
"H010597"	(214.9743067,-0.0001633832569)
"M005040"	(-519.6378795,-4.600414648e-05)
"K000135"	(173.242989,-6.250676498e-05)
"M005808"	(-22.41541675,-0.0001947651649)
"A001059"	(-33.64610664,-0.0002551695761)
"A012671"	(65.11849562,-3.877894533e-06)
"J004487"	(146.5041542,-4.326575122e-05)
"G004215"	(266.7164881,0.0003599142255)
"O004228"	(-258.2822457,-0.0002624646036)
"P004250"	(-187.9961408,-0.0001400507091)
"M009121"	(642.2874076,0.0004428151097)
"B007855"	(-621.6481198,-0.0003618453315)
"F010536"	(-1392.167849,-0.001038027668)
"L004481"	(442.6394609,0.0003153712325)
"C012262"	(407.0446195,0.0004254532922)
"L012671"	(164.7615255,-9.745451483e-05)
"N012394"	(-103.9942447,-8.852906944e-05)
"D008203"	(117.2116684,0.000220086977)
"A003847"	(41.82302495,3.894935514e-05)
"M012276"	(494.4951323,0.0004803872173)
"N000959"	(-319.5971136,-0.0001019862313)
"F002452"	(-567.997709,-0.0005140867966)
"B015908"	(16.25709245,-4.156397653e-05)
"J008949"	(46.79976732,5.538470752e-05)
"M004109"	(351.1078481,0.000334744017)
"C014922"	(-222.7768566,-0.0002538363847)
"K013158"	(-79.22158237,-6.400139271e-05)
"F003130"	(-302.8966895,-1.641834462e-05)
"E007738"	(96.67741971,-0.0001203712132)
"O013991"	(-611.0513164,-0.000570465591)
"K003605"	(-635.1001609,-0.0005556092816)
"J008985"	(736.6561485,0.0005943259314)
"N004687"	(79.02386687,9.746854777e-05)
"M006557"	(-359.9013115,-0.0004984372968)
"C007395"	(639.5593207,0.0002063969336)
"A004717"	(1006.613744,0.000277903209)
"D015892"	(45.38078817,2.060116816e-06)
"B003518"	(39.03631174,2.90110457e-05)
"C003496"	(-483.1544545,-0.000291712663)
"A008456"	(-877.5351787,-0.000200520545)
"P006193"	(198.8916846,0.0001121754117)
"A014900"	(641.6604128,0.0001304240485)
"L008547"	(538.1031415,0.0003192697681)
"H012109"	(-122.7245763,0.000195085261)
"I005701"	(-713.5482255,-0.0001986282591)
"I009963"	(-670.6208379,-0.0001135677827)
"A000916"	(-201.2970044,-3.425926432e-05)
"Q001647"	(-66.54773425,-0.0001408522094)
"A003090"	(-867.078609,-0.0002289395511)
"M001713"	(804.3424426,0.0004449005804)
"K003142"	(-168.2172736,-8.471661691e-05)
"D011283"	(-236.3607018,5.547884899e-05)
"O009715"	(-93.87987704,-0.0001050431384)
"P002596"	(-55.9836167,3.165041747e-05)
"C000194"	(245.787104,6.630972994e-05)
"K004683"	(0.1727299448,3.461619479e-05)
"J007627"	(-86.397616,2.449701049e-05)
"K007427"	(-413.6225948,3.649298669e-05)
"D004910"	(-258.0369851,-2.912112913e-05)
"J009922"	(-176.7198966,-0.0001554170571)
"D000324"	(-200.6887336,0.0001559504108)
"B011428"	(-180.0929746,-0.0001323960699)
"I005546"	(156.3344367,-6.63077378e-05)
"B012890"	(83.91874722,6.98667624e-05)
"O000787"	(-460.8447058,1.611329391e-06)
"G000747"	(-49.08968701,1.638755663e-05)
"F012277"	(-174.7801018,-0.0001193936874)
"M003504"	(-603.9389748,-0.0002134739087)
"F010663"	(270.563827,0.0001380279992)
"O005655"	(233.0346437,0.0004362428343)
"M002498"	(-157.179807,6.908401648e-05)
"M006937"	(62.41674517,1.157398486e-05)
"B016356"	(-244.0193456,-0.0001176369083)
"H007838"	(123.6348962,0.000131060991)
"B003452"	(331.276811,5.343531131e-05)
"A015808"	(-142.4980136,8.506465907e-06)
"P007370"	(64.12693264,-0.0002051070834)
"E002669"	(-716.2355631,-0.000499265666)
"G009793"	(61.02956601,5.047487454e-05)
"A000853"	(55.5522817,-0.0001648219911)
"K004328"	(-120.0911765,-2.638014342e-05)
"D006086"	(-48.01810091,-0.0002266455509)
"L006291"	(126.4898653,-4.77152832e-05)
"I009832"	(-308.1525419,-3.637599333e-05)
"D001130"	(332.292672,0.0001502460152)
"K003723"	(-657.6437554,-0.0001173509345)
"D003333"	(238.488985,0.0001001071549)
"G009347"	(-367.4307073,-0.0001633991331)
"C000248"	(-47.34811647,-7.973505663e-05)
"D009817"	(-30.93656773,0.0002824236812)
"K016099"	(845.3187045,0.0005080190401)
"D003375"	(88.73042981,-1.18631792e-05)
"G015693"	(634.7033289,0.0003573798746)
"N009951"	(396.6741118,1.031400293e-05)
"N004785"	(100.4948295,2.062774485e-05)
"K005728"	(466.5451127,0.0001918990583)
"M016365"	(82.61680427,4.647674907e-08)
"F013137"	(-223.8712985,-2.124509435e-06)
"F007344"	(-86.94787522,1.170475063e-05)
"N007292"	(-29.88895895,-9.501802456e-05)
"C003737"	(-742.2703304,-0.0008989480899)
"B009159"	(-447.0330449,-0.0008315043793)
"K009945"	(320.3209182,0.0004475734482)
"E011275"	(134.1686422,0.0002710188053)
"O003000"	(-393.1260844,-0.0006285188826)
"P001191"	(-505.6448539,-0.0005596783254)
"F012610"	(502.712935,0.0009920745406)
"C000291"	(660.9977474,0.0007191639713)
"E009087"	(-20.38296715,-6.898824299e-05)
"N010418"	(-213.0396665,-0.0002073093267)
"H006048"	(301.0613355,0.0004822584712)
"C009013"	(-278.0913942,-0.0003751254234)
"L013517"	(-97.45153781,-0.0003299459152)
"A000542"	(347.5232235,0.0004324044585)
"E010279"	(174.8609955,5.070626103e-05)
"J011314"	(-581.4920258,-0.0004162081805)
"A009131"	(541.6563877,0.0004036882215)
"E001243"	(779.8659057,0.0005127378563)
"F006370"	(-869.8011565,-0.0007968845911)
"P014217"	(-351.3225797,-5.139681909e-05)
"I002505"	(-633.2869111,-0.0007424498379)
"K011574"	(-71.13048446,-0.0003406439398)
"F003029"	(-852.2330862,-0.0007327845963)
"H011618"	(-154.6299017,-0.000114326058)
"D012902"	(-654.6021111,-0.0005298813919)
"I000327"	(828.3314226,0.0005540505496)
"P006465"	(-142.0204333,-0.0001307697221)
"O008080"	(-373.1388785,-5.805742484e-05)
"G006302"	(-243.071146,-0.0001779312087)
"C005331"	(8.230523512,-1.198024222e-05)
"L002662"	(874.2992119,0.00081383891)
"N015743"	(-182.4864267,1.554204352e-05)
"D010434"	(-435.0488384,-0.0002130890758)
"H005157"	(210.0639671,-1.344731693e-06)
"A004537"	(-804.5799179,-0.0006849696557)
"E001689"	(318.9242804,0.0001071939493)
"E004365"	(156.58877,0.0001206300147)
"K000163"	(-805.417864,-0.0004583906308)
"G005018"	(-219.0920932,-7.079964704e-05)
"I000945"	(-752.2617034,-0.0005454750604)
"D012736"	(-450.9236731,-0.0003270547771)
"G000010"	(-200.4445416,-0.0002458275231)
"A015390"	(569.9367114,0.0005670401389)
"N009975"	(-211.3142952,-0.0002324772647)
"I011945"	(-189.561187,-0.0002112415604)
